Company,Instrument,Credit Rating,1Y Range,% Assets
8.47% LIC Housing Fin. 2020,Debenture,AAA,8.16 - 8.59,8.32
8.56% REC 2019,Bonds,AAA,7.32 - 7.77,7.45
8.32% Tamilnadu State 2020,State Development Loan,SOV,7.05 - 7.49,7.15
7.8% HDFC 2019,Debenture,AAA,4.17 - 4.39,4.25
8.33% Gujarat State 2020,State Development Loan,SOV,3.05 - 3.24,3.1
ICICI Bank 2019,Certificate of Deposit,A1+,0.00 - 1.69,1.69
IDFC First Bank 2019,Certificate of Deposit,A1+,0.00 - 1.27,1.27
Kotak Mahindra Bank 2019,Certificate of Deposit,A1+,0.00 - 0.06,0.06
823. Nippon India Dual Advantage Fixed Tenure Fund X - Plan F - Regular Plan,,,,
8.39% Maharashtra State 2020,State Development Loan,SOV,19.88 - 21.84,21.84
Bajaj Finance 2020,Debenture,AAA,9.90 - 11.20,11.2
Kotak Mahindra Prime 2020,Debenture,AAA,8.29 - 9.39,9.39
8.7% HDFC 2020,Debenture,AAA,7.70 - 8.47,8.47
8.65% LIC Housing Fin. 2020,Debenture,AAA,5.53 - 6.10,6.1
3% HDB Financial Services 2020,Debenture,AAA,3.03 - 3.43,3.43
8.45% Power Finance Corp. 2020,Bonds,AAA,3.20 - 3.69,3.2
8.53% Power Finance Corp. 2020,Bonds/Debentures,AAA,2.24 - 8.01,2.24
8.47% LIC Housing Fin. 2020,Bonds,AAA,1.74 - 1.92,1.92
8.36% REC 2020,Debenture,AAA,1.60 - 1.76,1.76
9.843% IOT Utkal Energy Services 2020,Debenture,AAA,1.49 - 1.63,1.63
Kotak Mahindra Prime 2020,Debenture,AAA,1.19 - 1.35,1.35
8.6% LIC Housing Fin. 2020,Debenture,AAA,1.02 - 1.12,1.12
8.37% REC 2020,Bonds,AAA,0.73 - 0.80,0.8
824. Nippon India Dual Advantage Fixed Tenure Fund XI - Plan A - Regular Plan,,,,
8.03% Uttar Pradesh State 2020,State Development Loan,SOV,13.57 - 14.35,13.88
7.9% M&M Financial Services 2020,Debenture,AAA,10.41 - 10.88,10.71
7.42% Power Finance Corp. 2020,Debenture,AAA,10.34 - 10.87,10.5
1.5% HDFC 2020,Debenture,AAA,10.15 - 10.82,10.36
3% HDB Financial Services 2020,Debenture,AAA,8.97 - 9.46,9.46
7.42% REC 2020,Bonds,AAA,7.46 - 7.85,7.67
7.58% LIC Housing Fin. 2020,Debenture,AAA,7.04 - 7.38,7.25
8.21% Rajasthan State 2020,State Development Loan,SOV,0.00 - 1.97,1.97
6.83% REC 2020,Debenture,AAA,1.54 - 1.62,1.59
Kotak Mahindra Prime 2020,Debenture,AAA,0.92 - 0.97,0.97
7.46% Power Finance Corp. 2020,Bonds,AAA,0.07 - 0.07,0.07
825. Nippon India Dual Advantage Fixed Tenure Fund XI - Plan B - Regular Plan,,,,
8.39% Rajasthan State 2020,State Development Loan,SOV,19.76 - 21.00,19.92
7.78% LIC Housing Fin. 2020,Debenture,AAA,10.40 - 10.89,10.57
7.46% Power Finance Corp. 2020,Bonds,AAA,10.38 - 10.92,10.55
6.83% REC 2020,Debenture,AAA,10.31 - 10.83,10.51
7.9% M&M Financial Services 2020,Debenture,AAA,9.51 - 9.94,9.67
3% HDB Financial Services 2020,Debenture,AAA,7.59 - 7.91,7.91
7.6% HDFC 2020,Debenture,AAA,4.33 - 4.53,4.4
826. Nippon India Dual Advantage Fixed Tenure Fund XI - Plan C - Regular Plan,,,,
8.39% Rajasthan State 2021,State Development Loan,SOV,31.02 - 32.65,31.61
Axis Finance 2021,Bonds/NCDs,AAA,12.14 - 12.82,12.82
7.85% L&T Finance 2020,Non Convertible Debenture,AAA,8.86 - 9.30,8.99
7.58% PNB Housing Finance 2021,Non Convertible Debenture,AA+,0.00 - 8.77,8.77
9.47% Power Grid Corporation 2021,Bonds,AAA,6.56 - 6.89,6.67
7.7% REC 2021,Bonds/NCDs,AAA,0.00 - 3.04,3.04
8.9% LIC Housing Fin. 2020,Debenture,AAA,2.15 - 2.86,2.15
7.73% Power Finance Corp. 2021,Non Convertible Debenture,AAA,1.78 - 1.87,1.83
9.843% IOT Utkal Energy Services 2020,Debenture,AAA,1.23 - 1.32,1.25
827. Nippon India Dual Advantage Fixed Tenure Fund XI - Plan D - Regular Plan,,,,
8.21% Rajasthan State 2021,State Development Loan,SOV,17.77 - 18.70,18
Axis Finance 2021,Bonds/NCDs,AAA,12.00 - 12.57,12.57
9.18% Power Finance Corp. 2021,Bonds,AAA,9.23 - 9.80,9.39
7.85% L&T Finance 2020,Non Convertible Debenture,AAA,8.99 - 9.44,9.06
7.58% PNB Housing Finance 2021,Non Convertible Debenture,AA+,0.00 - 8.87,8.84
8.75% HDFC 2021,Debenture,AAA,3.67 - 3.85,3.73
8.75% LIC Housing Fin. 2021,Debenture,AAA,3.67 - 3.85,3.73
7.4% National Bank Agr. Rur. Devp 2021,Debenture,AAA,0.00 - 2.96,2.94
9.47% Power Grid Corporation 2021,Bonds,AAA,2.82 - 2.97,2.85
8.85% NHPC 2021,Bonds,AAA,2.25 - 3.12,2.25
7.52% SIDBI 2021,Bonds/NCDs,AAA,1.82 - 1.90,1.85
9.15% Export-Import Bank 2021,Bonds,AAA,0.75 - 0.79,0.76
8.6% LIC Housing Fin. 2021,Bonds/Debentures,AAA,0.37 - 0.38,0.37
828. Nippon India Dual Advantage Fixed Tenure Fund XI - Plan E - Regular Plan,,,,
8.39% Rajasthan State 2021,State Development Loan,SOV,17.35 - 18.28,17.54
Axis Finance 2021,Bonds/NCDs,AAA,12.20 - 12.77,12.77
7.85% L&T Finance 2020,Non Convertible Debenture,AAA,9.15 - 9.60,9.2
7.58% PNB Housing Finance 2021,Non Convertible Debenture,AA+,0.00 - 9.03,8.98
8.75% HDFC 2021,Debenture,AAA,7.47 - 7.84,7.58
9.843% IOT Utkal Energy Services 2021,Debenture,AAA,5.67 - 6.02,5.67
9.18% Power Finance Corp. 2021,Bonds,AAA,3.75 - 3.98,3.81
9.33% Power Grid Corporation 2020,Bonds,AAA,3.32 - 3.50,3.35
7.4% National Bank Agr. Rur. Devp 2021,Debenture,AAA,0.00 - 3.01,2.62
7.52% SIDBI 2021,Bonds/NCDs,AAA,1.85 - 1.93,1.88
829. Nippon India Dual Advantage Fixed Tenure Fund XII - Plan A - Regular Plan,,,,
8.21% Rajasthan State 2021,State Development Loan,SOV,16.07 - 16.95,16.07
Axis Finance 2021,Bonds/NCDs,AAA,11.56 - 12.05,11.98
7.6% REC 2021,Bonds/NCDs,AAA,11.04 - 11.60,11.04
7.4% National Bank Agr. Rur. Devp 2021,Debenture,AAA,9.89 - 10.68,10.52
8.6% LIC Housing Fin. 2021,Bonds/Debentures,AAA,8.96 - 9.39,8.96
Tata Sons 2021,Debenture,AAA,8.60 - 8.90,8.84
8.78% NHPC 2021,Bonds,AAA,6.49 - 6.85,6.49
7.52% SIDBI 2021,Bonds/NCDs,AAA,4.44 - 4.64,4.44
8.36% West Bengal State 2021,State Development Loan,SOV,0.00 - 2.30,2.27
831. Nippon India Equity Hybrid Fund,,,,
Yes Bank,Bonds/NCDs,BBB+,0.00 - 7.16,7.15
Morgan Credits 2021,Zero Coupon Bonds,BBB-,0.00 - 3.45,3.45
Indian Receivable Trust 2044,Zero Coupon Bonds,AAA,0.00 - 2.01,2.01
Indian Receivable Trust 2044,Zero Coupon Bonds,A,0.00 - 0.75,0.75
10.15% Uttar Pradesh Power Corporation 2028,Debenture,A+,0.44 - 0.72,0.7
Trust Investment Advisors 33-D 22/10/2019,Commercial Paper,A1+,0.00 - 0.64,0.64
Indian Receivable Trust 2027,Zero Coupon Bonds,AAA,0.00 - 0.71,0.62
9.5% Yes Bank,Bonds,BBB+,0.00 - 0.59,0.59
7.26% GOI 2029,GOI Securities,SOV,0.00 - 0.58,0.58
Indiabulls Housing Finance 58-D 31/10/2019,Commercial Paper,A1+,0.00 - 0.53,0.53
Indusind Bank 2019,Certificate of Deposit,A1+,0.00 - 0.53,0.53
Indusind Bank 2019,Non Convertible Debenture,AA,0.00 - 0.53,0.53
9.75% Uttar Pradesh Power Corporation 2026,Debenture,A+,0.25 - 0.40,0.4
2% Tata Steel 2022,Debenture,AA,0.00 - 0.35,0.35
RMZ Buildcon 2031,Non Convertible Debenture,BBB+,0.24 - 0.34,0.32
8.66% NUVOCO Vistas Corp. 2021,Debenture,AA,0.00 - 0.30,0.3
8.5% National Bank Agr. Rur. Devp,Debenture,AAA,0.00 - 0.42,0.28
10.15% Uttar Pradesh Power Corporation 2027,Debenture,A+,0.00 - 0.29,0.28
10.15% Uttar Pradesh Power Corporation 2026,Debenture,A+,0.05 - 0.27,0.27
Rattan India Finance 61-D 28/11/2019,Commercial Paper,A1,0.00 - 0.27,0.26
12.5% IKF Finance 2021,Non Convertible Debenture,A,0.00 - 0.24,0.2
9.75% Uttar Pradesh Power Corporation 2025,Debenture,A+,0.00 - 0.21,0.2
10.15% Uttar Pradesh Power Corporation 2025,Debenture,A+,0.00 - 0.20,0.2
9.1% Reliance General Insurance 2026,Debenture,A+,0.00 - 0.18,0.18
JM Financial Credit Solutions 2021,Zero Coupon Bonds,AA,0.00 - 0.16,0.16
832. Nippon India Equity Savings Fund,,,,
Yes Bank,Bonds/NCDs,BBB+,0.00 - 5.99,5.99
Indian Receivable Trust 2027,Zero Coupon Bonds,AAA,0.00 - 4.83,4.83
Indian Receivable Trust 2044,Zero Coupon Bonds,A,0.00 - 3.37,3.37
RMZ Buildcon 2031,Non Convertible Debenture,BBB+,1.74 - 3.17,2.86
Morgan Credits 2021,Zero Coupon Bonds,BBB-,0.00 - 1.57,1.57
9.15% Coastal Gujarat Power 2022,Debenture,AA,0.00 - 0.10,0.1
9.25% Reliance Home Finance 2032,Debenture,D,0.00 - 0.00,0
936. Nippon India Hybrid Bond Fund,,,,
14.5% Mariposa Agri Ventures And Hospitalities 2021,Non Convertible Debenture,Unrated,7.59 - 10.38,10.38
10.5% Sanghi Industries 2023,Non Convertible Debenture,A,7.51 - 9.92,9.42
RMZ Buildcon 2031,Non Convertible Debenture,BBB+,7.69 - 9.90,8.58
9.95% Molagavalli Renewable 2023,Debenture,A+,7.19 - 8.51,8.51
11.95% Aqua Space Developers 2022,Non Convertible Debenture,A,0.00 - 8.22,8.22
8.25% Vodafone Idea 2020,Bonds/Debentures,A,0.00 - 7.50,6.42
12.55% Lendingkart Finance 2021,Non Convertible Debenture,BBB+,0.00 - 6.87,5.95
Yes Bank,Bonds/NCDs,BBB+,0.00 - 5.48,5.47
Indian Receivable Trust 2044,Zero Coupon Bonds,A,0.00 - 2.93,2.93
9.75% Uttar Pradesh Power Corporation 2025,Debenture,A+,1.99 - 2.70,2.65
9.95% Narmada Wind Energy Pvt. 2023,Debenture,A+,1.83 - 2.19,2.19
10.15% Uttar Pradesh Power Corporation 2027,Debenture,A+,1.71 - 2.45,1.78
9.5% Yes Bank,Bonds,BBB+,0.00 - 1.59,1.59
9.08% Indiabulls Housing Finance 2021,Non Convertible Debenture,AA+,0.00 - 1.10,1.1
10.15% Uttar Pradesh Power Corporation 2026,Debenture,A+,0.82 - 1.00,1
10.15% Uttar Pradesh Power Corporation 2025,Debenture,A+,0.78 - 0.96,0.96
11.5% Vivriti Capital 2021,Non Convertible Debenture,A-,0.00 - 0.91,0.91
8.9% Indiabulls Housing Finance 2021,Bonds,AA+,0.00 - 0.88,0.88
Indian Receivable Trust 2044,Zero Coupon Bonds,A,0.00 - 0.86,0.86
9.75% Uttar Pradesh Power Corporation 2027,Debenture,A+,0.59 - 0.72,0.72
Indian Receivable Trust 2040,Zero Coupon Bonds,A,0.00 - 0.52,0.52
9.45% Indostar Capital Finance 2021,Non Convertible Debenture,AA-,0.00 - 0.35,0.35
8.45% Tata Power Renewable Energy 2022,Structured Obligation,AA,0.00 - 0.30,0.3
KKR India Financial Services 2022,Debenture,AA+,0.00 - 0.29,0.29
8.55% Shriram Transport Finance 2021,Non Convertible Debenture,AA+,0.00 - 0.18,0.18
947. Nippon India Retirement Fund - Income Generation Scheme,,,,
8.17% GOI 2044,Central Government Loan,SOV,14.98 - 37.78,36.38
7.57% GOI 2033,GOI Securities,SOV,0.00 - 14.87,14.87
7.62% GOI 2039,GOI Securities,SOV,0.00 - 10.76,10.6
8.13% GOI 2045,GOI Securities,SOV,5.16 - 18.49,5.91
6.62% GOI 2051,Central Government Loan,SOV,3.72 - 3.88,3.82
7.95% GOI 2032,GOI Securities,SOV,0.00 - 30.37,2.17
8.22% National Bank Agr. Rur. Devp 2028,Debenture,AAA,0.00 - 2.13,2.12
7.06% GOI 2046,Central Government Loan,SOV,0.51 - 20.55,2.06
7.72% GOI 2049,GOI Securities,SOV,0.00 - 1.77,1.72
8.83% GOI 2041,Central Government Loan,SOV,0.00 - 1.46,1.43
8.3% GOI 2042,Central Government Loan,SOV,0.00 - 2.03,0.97
953. PGIM India Arbitrage Fund - Regular Plan,,,,
7.5% HDFC Bank,Fixed Deposits,-,0.00 - 13.60,11.16
5.45% HDFC Bank,Fixed Deposits,-,0.00 - 5.86,5.86
6.98% National Bank Agr. Rur. Devp 2022,Debenture,AAA,0.00 - 2.79,2.79
5.5% Axis Bank,Fixed Deposits,-,0.00 - 2.74,2.74
8.34% Mandava Holdings 2020,Debenture,AAA,0.00 - 1.35,0.54
11.25% Hansdeep Industries & Trading 2020,Structured Obligation,AA-,0.00 - 0.65,0.4
956. PGIM India Dual Advantage Fund Series 1 - Regular Plan,,,,
Oriental Hotels 2019,Debenture,A+,8.54 - 11.19,10.99
9.8% ECL Finance 2020,Debenture,AA-,0.00 - 9.68,9.3
Edelweiss Rural & Corporate Services 2020,Debenture,AA,0.00 - 9.00,8.89
Shriram Transport Finance 2021,Debenture,AA+,5.85 - 7.53,7.53
7.8834% Bajaj Finance 2020,Debenture,AAA,5.08 - 6.58,6.42
8.19% Tata Housing Devp. Co. 2020,Debenture,AA,4.64 - 6.01,5.87
7.7% REC 2021,Bonds/NCDs,AAA,0.00 - 5.05,4.92
7.07% Reliance Industries 2020,Bonds/Debentures,AAA,0.00 - 2.51,2.45
958. PGIM India Equity Savings Fund,,,,
7.5% HDFC Bank,Fixed Deposits,-,0.00 - 9.56,5.74
ECL Finance 2020,Debenture,AA-,0.00 - 3.09,3.05
7.3% HDFC Bank,Fixed Deposits,-,0.00 - 4.73,2.84
Edelweiss Rural & Corporate Services 2020,Debenture,AA,0.00 - 1.76,1.74
8.51% Andhra Pradesh State 2021,State Development Loan,SOV,0.00 - 1.51,1.48
Edelweiss Rural & Corporate Services 2021,Deep Discount Bonds,AA-,0.00 - 1.46,0.88
8.5% Vedanta 2021,Non Convertible Debenture,AA,0.56 - 0.94,0.57
976. PGIM India Hybrid Equity Fund,,,,
7.5% HDFC Bank,Fixed Deposits,-,0.00 - 4.04,3.98
5.45% HDFC Bank,Fixed Deposits,-,0.00 - 3.53,3.48
8.34% Mandava Holdings 2020,Debenture,AAA,0.00 - 7.69,3.21
7.65% LIC Housing Fin. 2020,Debenture,AAA,0.14 - 0.68,0.67
State Bank of India,Bonds/NCDs,AAA,0.00 - 0.68,0.6
8.29% Andhra Pradesh State 2026,State Development Loan,SOV,0.00 - 0.00,0
984. Principal Balanced Advantage Fund,,,,
7.85% National Bank Agr. Rur. Devp 2022,Non Convertible Debenture,AAA,0.00 - 2.43,2.43
7.24% IRFC 2021,Bonds,AAA,0.00 - 2.42,2.41
ICICI Bank 2020,Certificate of Deposit,A1+,0.00 - 2.32,2.32
8.7% HDFC 2020,Debenture,AAA,0.00 - 1.94,1.94
7.32% GOI 2024,GOI Securities,SOV,0.00 - 0.99,0.99
8.93% Power Grid Corporation 2020,Bonds,AAA,0.00 - 0.98,0.98
Indian Oil Corp. 53-D 01/11/2019,Commercial Paper,A1+,0.00 - 0.95,0.95
Tata Power 62-D 14/10/2019,Commercial Paper,A1+,0.00 - 0.95,0.95
National Bank Agr. Rur. Devp 2019,Commercial Paper,A1+,0.00 - 0.95,0.95
Indian Bank 2020,Certificate of Deposit,A1+,0.00 - 0.93,0.93
8.9% Dewan Housing Fin. Corpn. 2021,Debenture,D,0.00 - 0.72,0.72
7.72% GOI 2025,Central Government Loan,SOV,0.00 - 0.50,0.5
8.24% Maharashtra State 2024,State Development Loan,SOV,0.00 - 0.51,0.5
Axis Bank 2019,Certificate of Deposit,A1+,0.00 - 0.47,0.47
Reserve Bank of India 91-D 17/10/2019,Treasury Bills,SOV,0.00 - 0.31,0.31
Britannia Inds. 2022,Non Convertible Debenture,AAA,0.00 - 0.01,0.01
988. Principal Equity Savings Fund,,,,
8.02% National Housing Bank 2022,Debenture,AAA,0.00 - 3.85,3.81
11.55% Suryoday Small Finance Bank 2019,Bonds/NCDs,A,2.67 - 3.84,3.79
8.25% IRFC 2024,Debenture,AAA,0.00 - 2.00,1.98
7.57% Ultratech Cement 2021,Debenture,AAA,0.00 - 1.92,1.91
9.25% Power Grid Corporation 2021,Bonds,AAA,0.68 - 1.00,0.99
10.85% Ess Kay Fincorp 2019,Debenture,A+,0.00 - 0.57,0.24
Reserve Bank of India 91-D 17/10/2019,Treasury Bills,SOV,0.00 - 0.08,0.08
Britannia Inds. 2022,Non Convertible Debenture,AAA,0.00 - 0.01,0.01
989. Principal Hybrid Equity Fund,,,,
7.17% GOI 2028,GOI Securities,SOV,0.00 - 3.30,1.82
9.55% Hindalco Inds. 2022,Bonds/NCDs,AA,1.47 - 1.67,1.64
8.23% IRFC 2029,Debenture,AAA,0.00 - 1.55,1.52
8.7% HDFC 2020,Debenture,AAA,0.00 - 1.53,1.49
7% Reliance Industries 2022,Non Convertible Debenture,AAA,1.17 - 1.34,1.32
7.32% GOI 2024,GOI Securities,SOV,0.00 - 1.25,1.25
Essel Mining Industries 90-D 16/12/2019,Commercial Paper,A1+,0.00 - 1.13,1.13
7.72% GOI 2025,Central Government Loan,SOV,0.00 - 1.00,1
Tata Power 62-D 14/10/2019,Commercial Paper,A1+,0.00 - 0.95,0.95
Chambal Fertilisers & Chem. 60-D 08/11/2019,Commercial Paper,A1+,0.00 - 0.95,0.95
Hero Cycles 60-D 26/11/2019,Commercial Paper,A1+,0.00 - 0.94,0.94
ICICI Bank 2020,Certificate of Deposit,A1+,0.00 - 0.93,0.93
7.69% BPCL 2023,Debenture,AAA,0.81 - 1.03,0.91
Export-Import Bank 60-D 29/11/2019,Commercial Paper,A1+,0.00 - 0.82,0.82
LIC Housing Fin. 183-D 13/11/2019,Commercial Paper,A1+,0.00 - 0.76,0.76
Bank of Baroda 2019,Certificate of Deposit,A1+,0.00 - 0.70,0.7
SIDBI 2019,Certificate of Deposit,A1+,0.00 - 0.63,0.63
Bank of India 2019,Certificate of Deposit,A1+,0.00 - 0.63,0.63
HDFC Bank 2020,Certificate of Deposit,A1+,0.00 - 0.62,0.62
9.15% ICICI Bank,Debenture,AA+,0.29 - 0.61,0.61
ICICI Bank 2019,Certificate of Deposit,A1+,0.00 - 0.57,0.57
National Bank Agr. Rur. Devp 2019,Commercial Paper,A1+,0.00 - 0.57,0.57
7.59% GOI 2026,GOI Securities,SOV,0.00 - 1.03,0.53
7.14% REC 2021,Bonds,AAA,0.00 - 0.45,0.44
Indian Oil Corp. 53-D 01/11/2019,Commercial Paper,A1+,0.00 - 0.44,0.44
995. SBI Arbitrage Opportunities Fund,,,,
Bharat Aluminium Co. 70-D 22/10/2019,Commercial Paper,A1+,0.00 - 4.67,4.01
JSW Steel 181-D 11/03/2020,Commercial Paper,A1+,0.00 - 3.41,3.41
L&T Infrastructre Finance 180-D 26/11/2019,Commercial Paper,A1+,0.00 - 1.99,1.99
8.55% Equitas Small Finance Bank 365-D,Term Deposits,-,1.61 - 3.12,1.61
8.6% Equitas Small Finance Bank 365-D,Term Deposits,-,0.00 - 2.34,1.21
6.65% Federal Bank 376-D,Term Deposits,-,0.00 - 1.01,1.01
6.7% Federal Bank 366-D,Term Deposits,-,0.00 - 1.01,1.01
7.31% AU Small Finance Bank 386-D,Term Deposits,-,0.00 - 1.18,1.01
6.65% Federal Bank 366-D,Term Deposits,-,0.00 - 0.91,0.91
6.77% Larsen & Toubro 2020,Non Convertible Debenture,AAA,0.00 - 0.81,0.81
9.04% REC 2019,Bonds,AAA,0.00 - 0.95,0.81
8.94% AU Small Finance Bank 375-D,Term Deposits,-,0.00 - 0.80,0.8
7.96% AU Small Finance Bank 371-D,Term Deposits,-,0.00 - 0.60,0.6
8.6% Equitas Small Finance Bank 366-D,Term Deposits,-,0.60 - 1.23,0.6
7.75% AU Small Finance Bank 378-D,Term Deposits,-,0.00 - 0.60,0.6
8.56% REC 2019,Bonds,AAA,0.00 - 0.59,0.5
8.6% Equitas Small Finance Bank 368-D,Term Deposits,-,0.50 - 1.02,0.5
6.65% Federal Bank 367-D,Term Deposits,-,0.00 - 0.50,0.5
6.76% Federal Bank 639-D,Term Deposits,-,0.00 - 0.50,0.5
8.55% Equitas Small Finance Bank 368-D,Term Deposits,-,0.00 - 0.78,0.4
7.91% AU Small Finance Bank 380-D,Term Deposits,-,0.00 - 0.47,0.4
7.96% AU Small Finance Bank 370-D,Term Deposits,-,0.00 - 0.40,0.4
7.2% AU Small Finance Bank 408-D,Term Deposits,-,0.00 - 0.47,0.4
7.2% AU Small Finance Bank 409-D,Term Deposits,-,0.00 - 0.47,0.4
7.21% AU Small Finance Bank 397-D,Term Deposits,-,0.00 - 0.40,0.4
997. SBI Capital Protection Oriented Fund - Series A (Plan 1) - Regular Plan,,,,
HDB Financial Services 2022,Debenture,AAA,9.90 - 10.16,10.12
8.45% Power Finance Corp. 2022,Non Convertible Debenture,AAA,9.32 - 9.51,9.32
8.58% HDFC 2022,Debenture,AAA,9.31 - 9.51,9.31
8.595% LIC Housing Fin. 2022,Debenture,AAA,9.30 - 9.50,9.3
8.3% Reliance Industries 2022,Debenture,AAA,9.28 - 9.51,9.28
8.35% REC 2022,Debenture,AAA,9.26 - 9.51,9.26
8.34% HUDCO 2022,Debenture,AAA,8.69 - 8.89,8.69
8.25% Tata Sons 2022,Debenture,AAA,8.43 - 8.65,8.43
8.6% National Bank Agr. Rur. Devp 2022,Debenture,AAA,6.70 - 6.89,6.7
998. SBI Capital Protection Oriented Fund - Series A (Plan 2) - Regular Plan,,,,
8.27% Rajasthan State 2022,State Development Loan,SOV,0.00 - 21.08,20.64
Bajaj Finance 2022,Zero Coupon Bonds,AAA,8.71 - 8.96,8.92
HDB Financial Services 2022,Debenture,AAA,8.73 - 8.93,8.89
LIC Housing Fin. 2022,Bonds/NCDs,AAA,0.00 - 8.72,8.65
8.81% SIDBI 2022,Debenture,AAA,8.29 - 17.13,8.29
8.58% HDFC 2022,Debenture,AAA,8.18 - 8.38,8.18
8.3% Reliance Industries 2022,Debenture,AAA,8.16 - 8.38,8.16
8.35% REC 2022,Debenture,AAA,8.14 - 8.38,8.14
999. SBI Capital Protection Oriented Fund - Series A (Plan 3) - Regular Plan,,,,
8.64% Andhra Pradesh State 2023,State Development Loan,SOV,25.85 - 26.39,25.85
8.58% HDFC 2022,Debenture,AAA,9.52 - 9.69,9.52
8.5% LIC Housing Fin. 2022,Non Convertible Debenture,AAA,9.51 - 9.68,9.51
7.99% REC 2023,Debenture,AAA,9.33 - 9.51,9.33
7.17% Reliance Industries 2022,Non Convertible Debenture,AAA,9.23 - 9.41,9.23
8.5% National Bank Agr. Rur. Devp,Debenture,AAA,9.12 - 9.30,9.12
8.83% IRFC 2023,Bonds,AAA,5.16 - 5.27,5.16
8.02% Larsen & Toubro 2022,Non Convertible Debenture,AAA,2.49 - 2.54,2.49
1000. SBI Capital Protection Oriented Fund - Series A (Plan 4) - Regular Plan,,,,
8.1% Tamilnadu State 2023,State Development Loan,SOV,33.73 - 34.40,33.73
9.25% Power Grid Corporation 2022,Bonds,AAA,6.89 - 7.07,6.89
8.5% National Bank Agr. Rur. Devp,Debenture,AAA,6.71 - 6.83,6.71
8.37% LIC Housing Fin. 2023,Debenture,AAA,6.61 - 6.72,6.61
8.05% HDFC 2022,Debenture,AAA,6.56 - 6.68,6.56
7.99% REC 2023,Debenture,AAA,6.50 - 6.60,6.5
7.17% Reliance Industries 2022,Non Convertible Debenture,AAA,6.43 - 6.56,6.43
7.35% Power Finance Corp. 2022,Debenture,AAA,0.00 - 3.27,3.23
8.45% Power Finance Corp. 2022,Non Convertible Debenture,AAA,0.00 - 2.69,2.65
1001. SBI Capital Protection Oriented Fund - Series A (Plan 5) - Regular Plan,,,,
9.2% Power Grid Corporation 2023,Bonds,AAA,9.39 - 9.39,9.39
9.26% Power Finance Corp. 85-D 15/04/2023,Bonds,AAA,9.21 - 9.21,9.21
8.5% National Bank Agr. Rur. Devp,Debenture,AAA,9.13 - 9.13,9.13
6.99% Air India Assets Holdings 2022,Debenture,AAA,8.80 - 8.80,8.8
7.445% LIC Housing Fin. 2023,Debenture,AAA,8.79 - 8.79,8.79
HDFC,Debenture,AAA,8.77 - 8.77,8.77
6.99% HUDCO 2022,Debenture,AAA,8.77 - 8.77,8.77
7.99% REC 2023,Debenture,AAA,4.87 - 4.87,4.87
REC 2023,Bonds,AAA,4.53 - 4.53,4.53
7.35% BPCL 2022,Bonds,AAA,1.79 - 1.79,1.79
1046. SBI Debt Hybrid Fund,,,,
8.9% State Bank of India 2028,Non Convertible Debenture,AAA,0.00 - 9.69,9.69
9.15% ICICI Bank,Debenture,AA+,3.65 - 4.62,4.62
6.79% GOI 2029,GOI Securities,SOV,0.00 - 4.57,4.57
8.75% Muthoot Finance 2020,Debenture,AA,3.00 - 3.66,3.66
9.55% Hindalco Inds. 2022,Bonds/NCDs,AA,2.79 - 3.42,3.42
8.53% Power Finance Corp. 2020,Bonds/Debentures,AAA,2.68 - 3.25,3.25
7.32% GOI 2024,GOI Securities,SOV,0.00 - 6.93,2.86
11.25% Syndicate Bank,Bonds,A+,0.00 - 2.82,2.82
8% HDFC Credila Financial Services 2022,Debenture,AAA,2.20 - 2.74,2.74
8.37% HUDCO 2029,Debenture,AAA,0.00 - 2.43,2.43
HDFC Bank 2028,Debenture,AAA,0.00 - 2.41,2.41
9.81% L&T Metro Rail (Hyderabad) 2035,Debenture,AAA,1.98 - 2.39,2.39
9.6% Hindalco Inds. 2022,Bonds/NCDs,AA,1.94 - 2.38,2.38
8.45% REC 2022,Debenture,AAA,0.00 - 2.36,2.36
8.6% IDFC Infrastructure Finance 2024,Debenture,AAA,0.00 - 2.30,2.3
9.55% Hindalco Inds. 2022,Bonds/NCDs,AA,1.35 - 1.66,1.66
7.26% GOI 2029,GOI Securities,SOV,0.00 - 8.39,1.43
7.57% GOI 2033,GOI Securities,SOV,0.00 - 0.96,0.96
8.1% Power Finance Corp. 2024,Non Convertible Debenture,AAA,0.00 - 0.93,0.93
10.1% L&T Vadodara Bharuch Tollway 2021,Debenture,A,0.74 - 0.91,0.91
Aarish Solar Power Ltd. 2027,Zero Coupon Bonds,AA-,0.58 - 0.68,0.68
Aashman Energy Ltd. 2027,Zero Coupon Bonds,AA-,0.58 - 0.68,0.68
Divyesh Power Ltd. 2027,Zero Coupon Bonds,AA-,0.58 - 0.68,0.68
Elena Renewable Energy Ltd. 2027,Zero Coupon Bonds,AA-,0.58 - 0.68,0.68
Pratyash Renewable Pvt. Ltd. 2027,Zero Coupon Bonds,AA-,0.58 - 0.68,0.68
1047. SBI Dual Advantage Fund Series XIX - Regular Plan,,,,
Mahindra Rural Housing Finance 2020,Debenture,AA+,4.28 - 5.95,10.27
Shriram City Union Finance 2020,Debenture,AA+,9.51 - 9.71,9.71
Shriram Transport Finance 2020,Debenture,AA+,8.25 - 8.44,8.44
8.18% National Bank Agr. Rur. Devp 2020,Bonds/NCDs,AAA,7.02 - 7.51,7.02
