Company,Instrument,Credit Rating,1Y Range,% Assets
8.29% Century Textiles & Inds. 2020,Bonds,AA,8.15 - 8.78,8.15
7.9% Nirma 2020,Debenture,AA,8.13 - 8.73,8.13
9% Muthoot Finance 2020,Debenture,AA,8.13 - 8.75,8.13
9.72% JSW Steel 2019,Debenture,AA,8.02 - 8.74,8.02
CLP Wind Farms (India) 2020,Bonds/Debentures,AA,7.70 - 8.30,7.7
8.71% Bombay Burmah 2020,Debenture,AA,7.69 - 8.22,7.69
8.53% TRIL IT4 2020,Debenture,A+,0.00 - 6.75,6.52
8.7% HDFC 2020,Debenture,AAA,0.00 - 5.15,4.84
8.45% TGS Investment & Trade 2020,Debenture,AA-,0.00 - 3.91,3.82
Sundaram Bnp Paribas Home Finance 2020,Zero Coupon Bonds,AA+,0.00 - 3.11,3.08
7.6411% Bajaj Finance 2020,Debenture,AAA,0.00 - 1.47,1.45
8.13% Power Grid Corporation 2020,Debenture,AAA,0.00 - 0.98,0.97
487. ICICI Prudential Fixed Maturity Plan - Series 81 1116 Days Plan I,,,,
8.48% Andhra Pradesh State 2020,State Development Loan,SOV,0.00 - 17.33,17.33
1.5% HDFC 2020,Debenture,AAA,9.40 - 10.27,9.4
9.72% JSW Steel 2019,Debenture,AA,7.87 - 8.55,7.87
9% Muthoot Finance 2020,Debenture,AA,7.79 - 8.36,7.79
8.58% West Bengal State 2020,State Development Loan,SOV,7.76 - 8.40,7.76
8.45% TGS Investment & Trade 2020,Debenture,AA-,0.00 - 7.79,7.64
SIDBI 2020,Securitised Debt,A1+,0.00 - 7.44,7.37
Bank of Baroda 2020,Certificate of Deposit,A1+,0.00 - 6.64,6.57
8.7% Power Finance Corp. 2020,Bonds,AAA,6.18 - 6.65,6.18
8.71% Bombay Burmah 2020,Debenture,AA,5.37 - 5.73,5.37
Sundaram Bnp Paribas Home Finance 2020,Zero Coupon Bonds,AA+,0.00 - 5.28,5.24
8.9% AU Small Finance Bank 2020,Non Convertible Debenture,AA-,5.21 - 5.57,5.21
8.38% Power Finance Corp. 2020,Non Convertible Debenture,AAA,0.00 - 2.08,2.01
8.4% Power Grid Corporation 2020,Debenture,AAA,0.00 - 0.81,0.77
488. ICICI Prudential Fixed Maturity Plan - Series 81 1150 Days Plan K,,,,
8.32% Punjab State 2020,State Development Loan,SOV,41.45 - 44.58,41.45
7.77% Bajaj Finance 2020,Bonds,AAA,10.01 - 10.61,10.01
Indusind Bank 2020,Certificate of Deposit,A1+,0.00 - 9.84,9.84
1.5% HDFC 2020,Bonds/Debentures,AAA,8.54 - 9.33,8.54
7.42% Power Finance Corp. 2020,Debenture,AAA,8.33 - 8.86,8.33
7.55% HDB Financial Services 2020,Bonds,AAA,6.24 - 6.60,6.24
8.6% LIC Housing Fin. 2020,Debenture,AAA,5.03 - 5.37,5.03
7.74% LIC Housing Fin. 2020,Debenture,AAA,4.17 - 4.43,4.17
489. ICICI Prudential Fixed Maturity Plan - Series 81 1154 Days Plan J,,,,
8.32% Punjab State 2020,State Development Loan,SOV,40.99 - 44.08,40.99
7.42% Power Finance Corp. 2020,Debenture,AAA,10.01 - 10.65,10.01
1.5% HDFC 2020,Bonds/Debentures,AAA,9.93 - 10.85,9.93
Indusind Bank 2020,Certificate of Deposit,A1+,0.00 - 9.90,9.9
7.77% Bajaj Finance 2020,Debenture,AAA,8.07 - 8.57,8.07
7.55% HDB Financial Services 2020,Bonds,AAA,7.25 - 7.68,7.25
7.78% LIC Housing Fin. 2020,Debenture,AAA,4.85 - 5.15,4.85
8.22% National Bank Agr. Rur. Devp 15-D 18/02/2020,Bonds,AAA,2.43 - 2.62,2.43
SIDBI 2020,Debenture,A1+,0.00 - 2.60,1.83
7.74% LIC Housing Fin. 2020,Debenture,AAA,1.62 - 1.72,1.62
7.25% SIDBI 2020,Bonds,AAA,0.81 - 0.86,0.81
490. ICICI Prudential Fixed Maturity Plan - Series 81 1162 Days Plan P,,,,
8.32% Punjab State 2020,State Development Loan,SOV,23.16 - 24.99,23.16
8.37% Andhra Pradesh State 2020,State Development Loan,SOV,17.29 - 18.63,17.29
1.5% HDFC 2020,Bonds/Debentures,AAA,9.49 - 10.40,9.49
7.5% Power Finance Corp. 2020,Bonds,AAA,9.26 - 9.87,9.26
8.67% LIC Housing Fin. 2020,Debenture,AAA,8.25 - 8.82,8.25
7.52% HDB Financial Services 2020,Debenture,AAA,7.70 - 8.15,7.7
7.5% Bajaj Finance 2020,Non Convertible Debenture,AAA,7.70 - 8.16,7.7
Indusind Bank 2020,Certificate of Deposit,A1+,0.00 - 7.14,7.14
7.05% HUDCO 2020,Debenture,AAA,4.00 - 4.25,4
7.13% REC 2020,Bonds,AAA,0.00 - 3.10,3.07
491. ICICI Prudential Fixed Maturity Plan - Series 81 1163 Days Plan Q,,,,
8.37% Andhra Pradesh State 2020,State Development Loan,SOV,30.31 - 32.66,30.31
8.67% LIC Housing Fin. 2020,Debenture,AAA,9.86 - 10.55,9.86
7.5% Power Finance Corp. 2020,Bonds,AAA,9.56 - 10.20,9.56
7.5% Bajaj Finance 2020,Non Convertible Debenture,AAA,9.54 - 10.11,9.54
7.52% HDB Financial Services 2020,Debenture,AAA,8.49 - 8.99,8.49
8.11% Andhra Pradesh State 2020,State Development Loan,SOV,6.45 - 6.97,6.45
Indusind Bank 2020,Certificate of Deposit,A1+,0.00 - 6.02,6.02
8.16% Tamilnadu State 2020,State Development Loan,SOV,4.73 - 5.11,4.73
1.5% HDFC 2020,Bonds/Debentures,AAA,4.36 - 4.78,4.36
7.05% HUDCO 2020,Debenture,AAA,4.24 - 4.50,4.24
7.13% REC 2020,Bonds,AAA,0.00 - 3.42,3.39
492. ICICI Prudential Fixed Maturity Plan - Series 81 1178 Days Plan H,,,,
8.01% Rajasthan State 2020,State Development Loan,SOV,42.30 - 45.60,42.3
Bajaj Finance 2020,Bonds,AAA,9.54 - 9.65,9.64
Indusind Bank 2020,Certificate of Deposit,A1+,0.00 - 8.40,8.4
1.5% HDFC 2020,Debenture,AAA,8.26 - 9.01,8.26
7.8% HDB Financial Services 2020,Bonds,AAA,8.09 - 8.59,8.09
7.42% Power Finance Corp. 2020,Debenture,AAA,7.60 - 8.10,7.6
Kotak Mahindra Prime 2020,Debenture,AAA,4.77 - 4.81,4.81
7.78% LIC Housing Fin. 2020,Debenture,AAA,3.24 - 3.44,3.24
8.13% Uttar Pradesh State 2020,State Development Loan,SOV,1.64 - 1.76,1.64
7.25% SIDBI 2020,Bonds,AAA,1.62 - 1.73,1.62
7.05% Power Finance Corp. 2020,Debenture,AAA,1.61 - 1.72,1.61
SIDBI 2020,Debenture,A1+,0.00 - 3.45,0.23
493. ICICI Prudential Fixed Maturity Plan - Series 81 1185 Days Plan G,,,,
8.01% Rajasthan State 2020,State Development Loan,SOV,42.38 - 45.68,42.38
3% HDB Financial Services 2020,Debenture,AAA,9.72 - 9.81,9.81
1.5% HDFC 2020,Debenture,AAA,8.58 - 9.36,8.58
8.53% Power Finance Corp. 2020,Bonds/Debentures,AAA,8.46 - 9.09,8.46
7.78% LIC Housing Fin. 2020,Debenture,AAA,8.41 - 8.94,8.41
Indusind Bank 2020,Certificate of Deposit,A1+,0.00 - 6.70,6.7
Bajaj Finance 2020,Debenture,AAA,4.97 - 5.02,5.02
8.03% Uttar Pradesh State 2020,State Development Loan,SOV,0.00 - 2.15,2.12
7.6% Bajaj Finance 2020,Debenture,AAA,0.00 - 2.20,2.1
8.22% National Bank Agr. Rur. Devp 15-D 18/02/2020,Bonds,AAA,1.90 - 2.04,1.9
7.74% LIC Housing Fin. 2020,Debenture,AAA,1.05 - 1.12,1.05
7.5% Bajaj Finance 2020,Non Convertible Debenture,AAA,1.05 - 1.11,1.05
SIDBI 2020,Debenture,A1+,0.00 - 4.38,0.2
494. ICICI Prudential Fixed Maturity Plan - Series 81 1190 Days Plan F,,,,
8.01% Rajasthan State 2020,State Development Loan,SOV,42.27 - 45.53,42.27
3% HDB Financial Services 2020,Debenture,AAA,9.94 - 10.04,10.04
7.78% LIC Housing Fin. 2020,Debenture,AAA,9.44 - 10.02,9.44
7.42% Power Finance Corp. 2020,Debenture,AAA,9.42 - 10.04,9.42
1.5% HDFC 2020,Debenture,AAA,8.56 - 9.33,8.56
Indusind Bank 2020,Certificate of Deposit,A1+,0.00 - 7.52,7.52
7.6% Bajaj Finance 2020,Debenture,AAA,0.00 - 4.61,4.4
Bajaj Finance 2020,Debenture,AAA,3.71 - 3.76,3.76
8.03% Uttar Pradesh State 2020,State Development Loan,SOV,0.00 - 2.14,2.11
SIDBI 2020,Debenture,A1+,0.00 - 4.37,0.2
495. ICICI Prudential Fixed Maturity Plan - Series 81 1195 Days Plan D,,,,
8.01% Rajasthan State 2020,State Development Loan,SOV,42.75 - 46.06,42.75
7.78% LIC Housing Fin. 2020,Debenture,AAA,9.76 - 10.37,9.76
7.42% Power Finance Corp. 2020,Debenture,AAA,9.74 - 10.38,9.74
1.5% HDFC 2020,Debenture,AAA,9.52 - 10.38,9.52
3% HDB Financial Services 2020,Debenture,AAA,8.75 - 8.84,8.84
Indusind Bank 2020,Certificate of Deposit,A1+,0.00 - 5.55,5.55
7.25% SIDBI 2020,Bonds,AAA,3.39 - 3.62,3.39
Bajaj Finance 2020,Debenture,AAA,3.01 - 3.04,3.04
8.03% Uttar Pradesh State 2020,State Development Loan,SOV,0.00 - 1.73,1.71
8.37% National Bank Agr. Rur. Devp 2020,Debenture,AAA,0.00 - 1.73,1.71
8.22% National Bank Agr. Rur. Devp 15-D 18/02/2020,Bonds,AAA,0.85 - 0.92,0.85
7.6% Bajaj Finance 2020,Debenture,AAA,0.00 - 0.80,0.76
496. ICICI Prudential Fixed Maturity Plan - Series 81 1205 Days Plan B,,,,
8.01% Rajasthan State 2020,State Development Loan,SOV,40.73 - 43.82,40.73
3% HDB Financial Services 2020,Debenture,AAA,9.81 - 9.92,9.92
Indusind Bank 2020,Certificate of Deposit,A1+,0.00 - 9.89,9.89
7.9% Tata Sons 2020,Debenture,AAA,9.29 - 9.91,9.29
8.7% Power Finance Corp. 2020,Bonds,AAA,9.13 - 9.84,9.13
1.5% HDFC 2020,Debenture,AAA,8.25 - 8.98,8.25
Bajaj Finance 2020,Debenture,AAA,3.57 - 3.62,3.62
8.22% National Bank Agr. Rur. Devp 15-D 18/02/2020,Bonds,AAA,2.02 - 2.18,2.02
7.78% LIC Housing Fin. 2020,Debenture,AAA,2.02 - 2.14,2.02
7.25% SIDBI 2020,Bonds,AAA,1.01 - 1.07,1.01
SIDBI 2020,Debenture,A1+,0.00 - 4.20,0.96
7.6% Bajaj Finance 2020,Debenture,AAA,0.00 - 0.84,0.81
497. ICICI Prudential Fixed Maturity Plan - Series 81 1211 Days Plan A,,,,
8.01% Rajasthan State 2020,State Development Loan,SOV,41.41 - 44.56,41.41
Indusind Bank 2020,Certificate of Deposit,A1+,0.00 - 9.87,9.87
Bajaj Finance 2020,Debenture,AAA,9.76 - 9.87,9.87
7.9% Tata Sons 2020,Debenture,AAA,9.03 - 9.64,9.03
1.5% HDFC 2020,Debenture,AAA,8.39 - 9.13,8.39
7.42% Power Finance Corp. 2020,Debenture,AAA,7.11 - 7.57,7.11
8.6% LIC Housing Fin. 2020,Debenture,AAA,6.89 - 7.35,6.89
8.22% National Bank Agr. Rur. Devp 15-D 18/02/2020,Bonds,AAA,2.74 - 2.95,2.74
7.74% LIC Housing Fin. 2020,Debenture,AAA,1.37 - 1.45,1.37
SIDBI 2020,Debenture,A1+,0.00 - 3.89,0.78
498. ICICI Prudential Fixed Maturity Plan - Series 82 1119 Days Plan X,,,,
7.56% Andhra Pradesh State 2021,State Development Loan,SOV,20.93 - 22.40,20.93
7.78% Himachal Pradesh State 2021,State Development Loan,SOV,14.70 - 15.73,14.7
7.65% IRFC 2021,Debenture,AAA,10.56 - 11.25,10.56
8.05% Power Finance Corp. 2021,Debenture,AAA,9.70 - 10.39,9.7
7.65% SIDBI 2021,Debenture,AAA,9.69 - 10.33,9.69
7.68% HUDCO 2021,Debenture,AAA,8.85 - 9.44,8.85
7.9407% HDB Financial Services 2021,Non Convertible Debenture,AAA,8.84 - 9.37,8.84
7.964% Sundaram Finance 2021,Zero Coupon Bonds,AAA,0.00 - 5.64,5.53
8.25% Tata Sons 2021,Non Convertible Debenture,AAA,5.50 - 5.90,5.5
499. ICICI Prudential Fixed Maturity Plan - Series 82 1135 Days Plan S,,,,
Hinduja Leyland Finance 2021,Zero Coupon Bonds,AA-,9.95 - 10.09,10.03
8.4% Tata Value Homes 2021,Non Convertible Debenture,AA,8.89 - 9.45,8.9
8.4% Parrys Sugars Refineries 2021,Non Convertible Debenture,AA-,8.88 - 9.50,8.88
8.7% Sterlite Technologies 2021,Non Convertible Debenture,AA,8.69 - 9.29,8.69
8.5477% Mahindra Rural Housing Finance 2021,Non Convertible Debenture,AA+,8.69 - 9.20,8.69
9.15% Tata Steel 2021,Debenture,AA,8.55 - 9.22,8.55
8.35% Bharti Airtel 2021,Non Convertible Debenture,AA,0.00 - 8.93,8.44
9.3387% JM Financial Products 2021,Non Convertible Debenture,AA,8.26 - 9.00,8.26
9% Godrej & Boyce Mfg. Co. 2021,Bonds/Debentures,AA,7.66 - 8.22,7.66
8.4029% Indiabulls Housing Finance 2021,Debenture,AA+,0.00 - 4.71,4.71
8.2165% ICICI Home Finance Company 2021,Non Convertible Debenture,AAA,4.12 - 4.34,4.12
7.7% REC 2021,Bonds/NCDs,AAA,0.00 - 2.98,2.92
9.18% Power Finance Corp. 2021,Bonds,AAA,0.00 - 1.69,1.66
7.6% REC 2021,Bonds/NCDs,AAA,1.29 - 1.35,1.29
8.75% HDFC 2021,Debenture,AAA,1.25 - 1.31,1.25
8.2% IRFC 2021,Bonds,AAA,0.00 - 0.48,0.47
8.25% EID-Parry (I) 2021,Debenture,AA-,0.00 - 0.03,0.03
500. ICICI Prudential Fixed Maturity Plan - Series 82 1135 Days Plan U,,,,
7.78% Himachal Pradesh State 2021,State Development Loan,SOV,30.64 - 32.94,30.64
Bajaj Finance 2021,Zero Coupon Bonds,AAA,11.37 - 11.51,11.51
Kotak Mahindra Prime 2021,Debenture,AAA,11.32 - 11.46,11.46
LIC Housing Fin. 2021,Debenture,AAA,10.36 - 10.44,10.43
7.65% IRFC 2021,Debenture,AAA,8.15 - 8.82,8.56
7.68% HUDCO 2021,Debenture,AAA,6.12 - 6.56,6.12
Bajaj Housing Finance 2021,Bonds/NCDs,AAA,4.81 - 5.27,5.27
7.7% REC 2021,Bonds/NCDs,AAA,5.08 - 5.48,5.08
7.6% REC 2021,Bonds/NCDs,AAA,4.23 - 4.55,4.23
8.7% HDFC 2020,Debenture,AAA,0.00 - 1.54,1.48
7.75% Power Finance Corp. 2021,Debenture,AAA,1.19 - 1.28,1.19
8.21% Rajasthan State 2021,State Development Loan,SOV,0.00 - 0.36,0.35
8.05% Power Finance Corp. 2021,Debenture,AAA,0.26 - 0.28,0.26
9.7% Power Finance Corp. 2021,Bonds,AAA,0.00 - 0.18,0.17
9.18% Power Finance Corp. 2021,Bonds,AAA,0.00 - 0.18,0.17
7.07% Reliance Industries 2020,Bonds/Debentures,AAA,0.00 - 0.18,0.17
7.56% Andhra Pradesh State 2021,State Development Loan,SOV,0.09 - 0.09,0.09
7.4% National Bank Agr. Rur. Devp 2021,Debenture,AAA,0.00 - 0.02,0.02
501. ICICI Prudential Fixed Maturity Plan - Series 82 1135 Days Plan V,,,,
8.2% IRFC 2021,Bonds,AAA,0.00 - 9.52,9.4
8.4% Tata Value Homes 2021,Non Convertible Debenture,AA,8.72 - 9.25,8.74
8.4% Parrys Sugars Refineries 2021,Non Convertible Debenture,AA-,8.70 - 9.27,8.7
9.15% Tata Steel 2021,Debenture,AA,8.53 - 9.16,8.53
7.82% SP Jammu Udhampur Highway 2020,Non Convertible Debenture,AAA,8.11 - 8.63,8.11
KKR India Financial Services 2021,Debenture,AA+,8.08 - 8.14,8.1
9.3387% JM Financial Products 2021,Non Convertible Debenture,AA,7.60 - 8.25,7.6
8.4029% Indiabulls Housing Finance 2021,Debenture,AA+,0.00 - 7.44,7.44
7.5% Power Finance Corp. 2020,Bonds,AAA,6.59 - 6.92,6.59
Bajaj Housing Finance 2021,Bonds/NCDs,AAA,0.00 - 6.41,6.41
Hinduja Leyland Finance 2021,Zero Coupon Bonds,AA-,6.11 - 6.20,6.19
8.7% Sterlite Technologies 2021,Non Convertible Debenture,AA,5.52 - 5.88,5.53
LIC Housing Fin. 2021,Debenture,AAA,0.00 - 1.88,1.88
8.12% Nabha Power 2021,Debenture,AAA,0.00 - 1.64,1.64
8.25% EID-Parry (I) 2021,Debenture,AA-,0.00 - 0.97,0.97
502. ICICI Prudential Fixed Maturity Plan - Series 82 1136 Days Plan P,,,,
Hinduja Leyland Finance 2021,Zero Coupon Bonds,AA-,9.90 - 10.06,9.95
8.2165% ICICI Home Finance Company 2021,Non Convertible Debenture,AAA,9.24 - 9.78,9.24
8.7% Sterlite Technologies 2021,Non Convertible Debenture,AA,8.89 - 9.55,8.89
8.5477% Mahindra Rural Housing Finance 2021,Non Convertible Debenture,AA+,8.88 - 9.46,8.88
9% Godrej & Boyce Mfg. Co. 2021,Bonds/Debentures,AA,8.30 - 8.95,8.3
9.15% Tata Steel 2021,Debenture,AA,8.27 - 8.97,8.27
8.35% Bharti Airtel 2021,Non Convertible Debenture,AA,0.00 - 8.68,8.16
9.3387% JM Financial Products 2021,Non Convertible Debenture,AA,8.10 - 8.88,8.1
8.4% Parrys Sugars Refineries 2021,Non Convertible Debenture,AA-,7.09 - 7.63,7.09
8.4% Tata Value Homes 2021,Non Convertible Debenture,AA,6.98 - 7.45,6.98
8.12% Nabha Power 2021,Debenture,AAA,0.00 - 3.64,3.61
Tata Realty and Infrastructure 2021,Zero Coupon Bonds,AA,1.93 - 1.95,1.94
9.7% Great Eastern Shipping Co. 2021,Debenture,AA+,1.62 - 1.76,1.62
10.1% Torrent Power 2021,Bonds/NCDs,AA-,1.52 - 1.66,1.52
7.73% HUDCO 2021,Debenture,AAA,0.00 - 0.71,0.68
7.75% Power Finance Corp. 2021,Debenture,AAA,0.45 - 0.48,0.45
7.6% REC 2021,Bonds/NCDs,AAA,0.27 - 0.29,0.27
8.4029% Indiabulls Housing Finance 2021,Debenture,AA+,0.00 - 0.20,0.2
8.78% NHPC 2021,Bonds,AAA,0.00 - 0.16,0.15
7.7% REC 2021,Bonds/NCDs,AAA,0.00 - 4.01,0.15
8.25% EID-Parry (I) 2021,Debenture,AA-,0.00 - 0.13,0.13
503. ICICI Prudential Fixed Maturity Plan - Series 82 1141 Days Plan Y,,,,
7.55% Maharashtra State 2021,State Development Loan,SOV,32.72 - 34.99,32.72
7.18% REC 2021,Debenture,AAA,10.50 - 11.20,10.5
7.65% SIDBI 2021,Debenture,AAA,10.38 - 11.07,10.38
8.25% Tata Sons 2021,Non Convertible Debenture,AAA,10.30 - 11.06,10.3
7.68% HUDCO 2021,Debenture,AAA,8.81 - 9.40,8.81
7.9407% HDB Financial Services 2021,Non Convertible Debenture,AAA,8.80 - 9.33,8.8
7.65% IRFC 2021,Debenture,AAA,6.51 - 6.94,6.51
8.2% IRFC 2021,Bonds,AAA,0.00 - 2.68,2.63
8.05% Power Finance Corp. 2021,Debenture,AAA,1.95 - 2.09,1.95
8.21% Rajasthan State 2021,State Development Loan,SOV,0.00 - 1.50,1.45
9.9% HDFC 2021,Debenture,AAA,0.00 - 1.34,1.34
8.39% Rajasthan State 2021,State Development Loan,SOV,0.00 - 1.37,1.32
8.47% Andhra Pradesh State 2021,State Development Loan,SOV,0.33 - 0.36,0.33
504. ICICI Prudential Fixed Maturity Plan - Series 82 1157 Days Plan J,,,,
Bajaj Housing Finance 2021,Bonds/NCDs,AAA,9.86 - 10.06,10.06
Tata Realty and Infrastructure 2021,Zero Coupon Bonds,AA,9.59 - 9.64,9.61
7.45% United Spirits 2020,Debenture,AA+,8.80 - 9.36,8.8
7.82% SP Jammu Udhampur Highway 2020,Non Convertible Debenture,AAA,8.79 - 9.47,8.79
8.35% Bharti Airtel 2021,Non Convertible Debenture,AA,0.00 - 9.36,8.77
9.3387% JM Financial Products 2021,Non Convertible Debenture,AA,8.58 - 9.42,8.58
9.15% Tata Steel 2021,Debenture,AA,8.20 - 8.91,8.2
9% Godrej & Boyce Mfg. Co. 2021,Bonds/Debentures,AA,6.86 - 7.42,6.86
KKR India Financial Services 2021,Debenture,AA+,5.07 - 5.14,5.07
7.88% LIC Housing Fin. 2021,Bonds/NCDs,AAA,0.00 - 4.87,4.82
LIC Housing Fin. 2021,Debenture,AAA,4.60 - 4.70,4.7
8.25% EID-Parry (I) 2021,Debenture,AA-,0.00 - 3.45,3.43
8.4% Parrys Sugars Refineries 2021,Non Convertible Debenture,AA-,2.68 - 2.90,2.68
7.73% Power Finance Corp. 2021,Debenture,AAA,0.00 - 1.39,1.38
7.7% REC 2021,Bonds/NCDs,AAA,0.00 - 1.41,1.37
7.73% HUDCO 2021,Debenture,AAA,0.00 - 1.08,1.04
7.6% REC 2021,Bonds/NCDs,AAA,1.03 - 1.09,1.03
Bharti Telecom 2021,Zero Coupon Bonds,AA+,0.00 - 0.62,0.62
8.12% Nabha Power 2021,Debenture,AAA,0.00 - 0.62,0.62
8.2% IRFC 2021,Bonds,AAA,0.00 - 0.21,0.21
505. ICICI Prudential Fixed Maturity Plan - Series 82 1170 Days Plan R,,,,
7.78% Himachal Pradesh State 2021,State Development Loan,SOV,31.08 - 33.33,31.08
7.6% REC 2021,Bonds/NCDs,AAA,9.09 - 9.75,9.09
7.68% HUDCO 2021,Debenture,AAA,8.77 - 9.38,8.77
7.9407% HDB Financial Services 2021,Non Convertible Debenture,AAA,8.76 - 9.31,8.76
HDFC 2021,Zero Coupon Bonds,AAA,8.63 - 8.73,8.73
8.5% LIC Housing Fin. 2021,Debenture,AAA,5.59 - 6.00,5.59
7.85% Tata Sons 2021,Privately Placed Debts,AAA,4.88 - 5.24,4.88
7.65% SIDBI 2021,Debenture,AAA,4.03 - 4.30,4.03
8.22% ICICI Home Finance Company 2021,Bonds/NCDs,AAA,3.62 - 3.90,3.62
8.75% LIC Housing Fin. 2021,Debenture,AAA,3.14 - 3.37,3.14
7.07% Reliance Industries 2020,Bonds/Debentures,AAA,0.00 - 3.20,3.08
LIC Housing Fin. 2021,Debenture,AAA,2.06 - 2.08,2.08
7.73% Power Finance Corp. 2021,Debenture,AAA,0.00 - 1.50,1.46
8.05% Power Finance Corp. 2021,Debenture,AAA,1.28 - 1.38,1.28
8.71% HDB Financial Services 2021,Bonds/NCDs,AAA,0.00 - 0.38,0.37
506. ICICI Prudential Fixed Maturity Plan - Series 82 1175 Days Plan Q,,,,
7.56% Andhra Pradesh State 2021,State Development Loan,SOV,23.74 - 25.51,23.74
LIC Housing Fin. 2021,Debenture,AAA,10.05 - 10.13,10.12
Kotak Mahindra Prime 2021,Bonds/NCDs,AAA,9.92 - 10.05,10.05
7.18% REC 2021,Debenture,AAA,9.85 - 10.54,9.85
Bajaj Housing Finance 2021,Bonds/NCDs,AAA,9.29 - 9.36,9.36
Bajaj Finance 2021,Zero Coupon Bonds,AAA,8.93 - 9.05,9.05
7.65% SIDBI 2021,Debenture,AAA,8.93 - 9.55,8.93
7.75% Power Finance Corp. 2021,Debenture,AAA,8.89 - 9.54,8.89
7.65% IRFC 2021,Debenture,AAA,1.86 - 2.46,2.38
Aditya Birla Finance 2021,Zero Coupon Bonds,AAA,1.35 - 1.36,1.35
7.78% Himachal Pradesh State 2021,State Development Loan,SOV,1.35 - 1.45,1.35
8.39% Rajasthan State 2021,State Development Loan,SOV,0.00 - 0.94,0.91
6.84% NHPC 2021,Non Convertible Debenture,AAA,0.00 - 0.80,0.8
8.68% Gujarat State 2021,State Development Loan,SOV,0.00 - 0.61,0.59
8.2% IRFC 2021,Bonds,AAA,0.00 - 0.55,0.54
8.85% Power Finance Corp. 2021,Bonds,AAA,0.00 - 0.41,0.4
507. ICICI Prudential Fixed Maturity Plan - Series 82 1185 Days Plan I,,,,
8.48% Odisha State 2021,State Development Loan,SOV,23.69 - 25.62,23.69
7.56% Andhra Pradesh State 2021,State Development Loan,SOV,13.20 - 14.18,13.2
Kotak Mahindra Prime 2021,Debenture,AAA,11.80 - 11.95,11.95
7.7% REC 2021,Bonds/NCDs,AAA,10.60 - 11.41,10.6
8.1404% Sundaram Finance 2021,Non Convertible Debenture,AAA,10.58 - 11.20,10.58
Bajaj Housing Finance 2021,Bonds/NCDs,AAA,9.89 - 9.98,9.98
7.73% Power Finance Corp. 2021,Debenture,AAA,9.74 - 10.45,9.74
8.75% HDFC 2021,Debenture,AAA,1.38 - 1.48,1.38
LIC Housing Fin. 2021,Debenture,AAA,0.00 - 1.33,1.33
7.55% Orissa State 2021,State Development Loan,SOV,0.00 - 1.23,1.23
8.36% West Bengal State 2021,State Development Loan,SOV,0.00 - 1.05,1
8.75% LIC Housing Fin. 2021,Debenture,AAA,0.99 - 1.06,0.99
8.39% Rajasthan State 2021,State Development Loan,SOV,0.00 - 0.52,0.5
8.35% HDFC 2021,Debenture,AAA,0.00 - 0.41,0.39
8.51% Maharashtra State 2021,State Development Loan,SOV,0.00 - 0.15,0.15
7.65% SIDBI 2021,Debenture,AAA,0.00 - 0.15,0.15
8.46% Maharashtra State 2021,State Development Loan,SOV,0.05 - 0.12,0.12
7.65% IRFC 2021,Debenture,AAA,0.02 - 0.02,0.02
508. ICICI Prudential Fixed Maturity Plan - Series 82 1185 Days Plan M,,,,
7.56% Andhra Pradesh State 2021,State Development Loan,SOV,25.94 - 27.86,25.94
Kotak Mahindra Prime 2021,Bonds/NCDs,AAA,11.84 - 12.01,12.01
LIC Housing Fin. 2021,Debenture,AAA,11.46 - 11.56,11.55
7.7% REC 2021,Bonds/NCDs,AAA,10.13 - 10.90,10.13
Bajaj Housing Finance 2021,Bonds/NCDs,AAA,9.84 - 9.93,9.93
8.1% NTPC 2021,Bonds,AAA,7.21 - 7.70,7.21
Tata Sons 2021,Debenture,AAA,5.77 - 5.79,5.78
7.73% Power Finance Corp. 2021,Non Convertible Debenture,AAA,5.07 - 5.44,5.07
7.73% Power Finance Corp. 2021,Debenture,AAA,5.07 - 5.44,5.07
8.39% Rajasthan State 2021,State Development Loan,SOV,0.00 - 2.59,2.48
6.84% NHPC 2021,Non Convertible Debenture,AAA,0.00 - 0.92,0.91
Aditya Birla Finance 2021,Zero Coupon Bonds,AAA,0.77 - 0.78,0.77
7.07% Reliance Industries 2020,Bonds/Debentures,AAA,0.00 - 0.63,0.61
8.2% IRFC 2021,Bonds,AAA,0.00 - 0.53,0.52
7.65% SIDBI 2021,Debenture,AAA,0.00 - 0.28,0.26
509. ICICI Prudential Fixed Maturity Plan - Series 82 1185 Days Plan N,,,,
7.56% Andhra Pradesh State 2021,State Development Loan,SOV,30.92 - 33.22,30.92
LIC Housing Fin. 2021,Debenture,AAA,11.78 - 11.87,11.87
7.75% Power Finance Corp. 2021,Debenture,AAA,10.42 - 11.19,10.42
Bajaj Housing Finance 2021,Bonds/NCDs,AAA,9.80 - 9.89,9.89
HDB Financial Services 2021,Zero Coupon Bonds,AAA,9.74 - 9.87,9.87
7.65% IRFC 2021,Debenture,AAA,8.92 - 9.54,8.92
Bajaj Finance 2021,Zero Coupon Bonds,AAA,7.76 - 7.86,7.86
7.7% REC 2021,Bonds/NCDs,AAA,3.73 - 4.27,3.99
7.07% Reliance Industries 2020,Bonds/Debentures,AAA,0.00 - 2.69,2.59
6.84% NHPC 2021,Non Convertible Debenture,AAA,0.00 - 1.19,1.18
Aditya Birla Finance 2021,Zero Coupon Bonds,AAA,0.54 - 0.55,0.54
