Company,Instrument,Credit Rating,1Y Range,% Assets
1278. UTI Fixed Term Income Fund - Series XXXII - I (1126 Days) - Regular Plan
LIC Housing Fin. 2022,Bonds/NCDs,AAA,11.77 - 11.83,11.83
8.18% Power Finance Corp. 2022,Debenture,AAA,11.53 - 11.65,11.53
2% Tata Steel 2022,Debenture,AA,9.78 - 9.96,9.78
7.87% Larsen & Toubro 2022,Non Convertible Debenture,AAA,9.43 - 9.63,9.43
9.14% Zydus Wellness 2022,Debenture,AA+,9.36 - 9.57,9.36
8.75% Amba River Coke 2022,Non Convertible Debenture,AA,9.17 - 9.40,9.17
8.65% Afcons Infrastructure 2022,Debenture,AA,9.11 - 9.34,9.11
7.85% Indian Hotels 2022,Bonds/Debentures,AA+,9.05 - 9.31,9.05
8.58% HDFC 2022,Debenture,AAA,8.70 - 8.85,8.70
9.35% REC 2022,Bonds,AAA,5.90 - 6.00,5.90
1279. UTI Fixed Term Income Fund - Series XXXII - II (1111 Days) - Regular Plan
8.58% HDFC 2022,Debenture,AAA,11.22 - 11.33,11.22
LIC Housing Fin. 2022,Debenture,AAA,9.83 - 9.87,9.87
2% Tata Steel 2022,Debenture,AA,9.54 - 9.71,9.54
8.35% REC 2022,Debenture,AAA,9.44 - 9.51,9.44
8.18% Power Finance Corp. 2022,Debenture,AAA,9.43 - 9.48,9.43
8.02% Larsen & Toubro 2022,Non Convertible Debenture,AAA,9.43 - 9.54,9.43
7.85% Indian Hotels 2022,Bonds/Debentures,AA+,9.42 - 9.60,9.42
9.14% Zydus Wellness 2022,Debenture,AA+,9.32 - 9.44,9.32
HDB Financial Services 2022,Debenture,AAA,8.39 - 8.44,8.44
8.75% Amba River Coke 2022,Non Convertible Debenture,AA,8.30 - 8.42,8.30
LIC Housing Fin. 2022,Bonds/NCDs,AAA,0.91 - 0.91,0.91
1280. UTI Floater Fund - Regular Plan
ICICI Bank 2020,Certificate of Deposit,A1+,0.00 - 8.66,7.16
National Bank Agr. Rur. Devp 2020,Commercial Paper,A1+,0.00 - 7.88,5.03
Andhra Bank 2020,Certificate of Deposit,A1+,0.00 - 7.82,5.00
8.3% Reliance Industries 2022,Debenture,AAA,0.00 - 7.19,4.50
8.7% Reliance Jio Infocomm 2021,Debenture,AAA,0.00 - 7.16,4.46
Oriental Bank of Com. 2020,Certificate of Deposit,A1+,0.00 - 7.95,4.29
Power Finance Corp. 2019,Bonds,AAA,0.00 - 10.51,4.25
7.32% GOI 2024,GOI Securities,SOV,0.00 - 4.64,3.80
8.35% REC 2022,Debenture,AAA,0.00 - 5.96,3.74
8.02% Larsen & Toubro 2022,Non Convertible Debenture,AAA,0.00 - 5.98,3.74
6.99% HUDCO 2022,Debenture,AAA,0.00 - 3.66,3.66
HDFC Bank 2020,Certificate of Deposit,A1+,0.00 - 5.66,3.61
SIDBI 2020,Commercial Paper,A1+,0.00 - 5.63,3.59
Indusind Bank 2020,Certificate of Deposit,A1+,0.00 - 4.32,3.58
Axis Bank 2020,Certificate of Deposit,A1+,0.00 - 4.32,3.58
Axis Bank 2020,Certificate of Deposit,A1+,0.00 - 5.59,3.57
Export-Import Bank 2020,Certificate of Deposit,A1+,0.00 - 5.59,3.57
6.99% Air India Assets Holdings 2022,Debenture,AAA,0.00 - 2.94,2.94
7.445% LIC Housing Fin. 2023,Debenture,AAA,0.00 - 1.46,1.46
SIDBI 2020,Securitised Debt,A1+,0.00 - 2.21,1.41
1281. UTI Gilt Fund - Regular Plan
7.26% GOI 2029,GOI Securities,SOV,0.00 - 58.21,27.71
7.57% GOI 2033,GOI Securities,SOV,0.00 - 28.21,24.26
8.44% Rajasthan State 2029,State Development Loan,SOV,0.00 - 5.50,4.81
6.62% GOI 2051,Central Government Loan,SOV,0.00 - 7.25,4.19
8.13% GOI 2045,GOI Securities,SOV,0.00 - 4.29,2.95
1282. UTI Gilt Fund Discontinued - Provident Fund
7.26% GOI 2029,GOI Securities,SOV,0.00 - 58.21,27.71
7.57% GOI 2033,GOI Securities,SOV,0.00 - 28.21,24.26
8.44% Rajasthan State 2029,State Development Loan,SOV,0.00 - 5.50,4.81
6.62% GOI 2051,Central Government Loan,SOV,0.00 - 7.25,4.19
8.13% GOI 2045,GOI Securities,SOV,0.00 - 4.29,2.95
1284. UTI Liquid Cash Fund - Regular Plan
Reserve Bank of India 91-D 12/12/2019,Treasury Bills,SOV,0.00 - 4.79,4.79
Reserve Bank of India 91-D 26/12/2019,Treasury Bills,SOV,0.00 - 4.15,4.15
Religare Housing Development Fin. Corp. 90-D 12/12/2019,Commercial Paper,A1+,0.00 - 3.24,3.24
Religare Housing Development Fin. Corp. 90-D 16/12/2019,Commercial Paper,A1+,0.00 - 2.75,2.75
Reserve Bank of India 364-D 05/12/2019,Treasury Bills,SOV,0.00 - 2.61,2.61
SAIL 76-D 05/12/2019,Commercial Paper,A1+,0.00 - 2.43,2.43
Reserve Bank of India 91-D 24/10/2019,Treasury Bills,SOV,0.00 - 3.48,2.38
Indusind Bank 46-D,Short Term Deposit,-,0.00 - 1.96,1.96
L&T Finance 81-D 15/11/2019,Commercial Paper,A1+,0.00 - 1.95,1.95
Syndicate Bank 2019,Certificate of Deposit,A1+,0.00 - 1.95,1.95
Reliance Retail Ltd. 46-D 01/10/2019,Commercial Paper,A1+,0.00 - 1.64,1.64
IDFC First Bank 2019,Certificate of Deposit,A1+,0.00 - 1.64,1.64
Reliance Jio Infocomm 91-D 25/10/2019,Commercial Paper,A1+,0.00 - 1.63,1.63
Bajaj Housing Finance 91-D 25/10/2019,Commercial Paper,A1+,0.00 - 1.63,1.63
Canara Bank 2019,Certificate of Deposit,A1+,0.00 - 1.63,1.63
SAIL 88-D 25/10/2019,Commercial Paper,A1+,0.00 - 1.63,1.63
Indusind Bank 2019,Certificate of Deposit,A1+,0.00 - 1.63,1.63
Vedanta 90-D 11/11/2019,Commercial Paper,A1+,0.00 - 1.62,1.62
Export-Import Bank 90-D 24/12/2019,Commercial Paper,A1+,0.00 - 1.62,1.62
Bajaj Housing Finance 85-D 20/11/2019,Commercial Paper,A1+,0.00 - 1.62,1.62
Bajaj Housing Finance 91-D 11/12/2019,Commercial Paper,A1+,0.00 - 1.62,1.62
Reliance Jio Infocomm 90-D 24/12/2019,Commercial Paper,A1+,0.00 - 1.62,1.62
IDFC First Bank 2019,Certificate of Deposit,A1+,0.00 - 1.62,1.62
Bajaj Finance 91-D 16/12/2019,Commercial Paper,A1+,0.00 - 1.54,1.54
SIDBI 2019,Certificate of Deposit,A1+,0.00 - 1.46,1.46
1285. UTI Liquid Cash Fund Discontinued - Regular Plan
Reserve Bank of India 91-D 12/12/2019,Treasury Bills,SOV,0.00 - 4.79,4.79
Reserve Bank of India 91-D 26/12/2019,Treasury Bills,SOV,0.00 - 4.15,4.15
Religare Housing Development Fin. Corp. 90-D 12/12/2019,Commercial Paper,A1+,0.00 - 3.24,3.24
Religare Housing Development Fin. Corp. 90-D 16/12/2019,Commercial Paper,A1+,0.00 - 2.75,2.75
Reserve Bank of India 364-D 05/12/2019,Treasury Bills,SOV,0.00 - 2.61,2.61
SAIL 76-D 05/12/2019,Commercial Paper,A1+,0.00 - 2.43,2.43
Reserve Bank of India 91-D 24/10/2019,Treasury Bills,SOV,0.00 - 3.48,2.38
Indusind Bank 46-D,Short Term Deposit,-,0.00 - 1.96,1.96
L&T Finance 81-D 15/11/2019,Commercial Paper,A1+,0.00 - 1.95,1.95
Syndicate Bank 2019,Certificate of Deposit,A1+,0.00 - 1.95,1.95
Reliance Retail Ltd. 46-D 01/10/2019,Commercial Paper,A1+,0.00 - 1.64,1.64
IDFC First Bank 2019,Certificate of Deposit,A1+,0.00 - 1.64,1.64
Reliance Jio Infocomm 91-D 25/10/2019,Commercial Paper,A1+,0.00 - 1.63,1.63
Bajaj Housing Finance 91-D 25/10/2019,Commercial Paper,A1+,0.00 - 1.63,1.63
Canara Bank 2019,Certificate of Deposit,A1+,0.00 - 1.63,1.63
SAIL 88-D 25/10/2019,Commercial Paper,A1+,0.00 - 1.63,1.63
Indusind Bank 2019,Certificate of Deposit,A1+,0.00 - 1.63,1.63
Vedanta 90-D 11/11/2019,Commercial Paper,A1+,0.00 - 1.62,1.62
Export-Import Bank 90-D 24/12/2019,Commercial Paper,A1+,0.00 - 1.62,1.62
Bajaj Housing Finance 85-D 20/11/2019,Commercial Paper,A1+,0.00 - 1.62,1.62
Bajaj Housing Finance 91-D 11/12/2019,Commercial Paper,A1+,0.00 - 1.62,1.62
Reliance Jio Infocomm 90-D 24/12/2019,Commercial Paper,A1+,0.00 - 1.62,1.62
IDFC First Bank 2019,Certificate of Deposit,A1+,0.00 - 1.62,1.62
Bajaj Finance 91-D 16/12/2019,Commercial Paper,A1+,0.00 - 1.54,1.54
SIDBI 2019,Certificate of Deposit,A1+,0.00 - 1.46,1.46
1286. UTI Medium Term Fund - Regular Plan
7.17% GOI 2028,GOI Securities,SOV,0.00 - 17.97,17.97
7.26% GOI 2029,GOI Securities,SOV,0.00 - 10.22,9.14
Axis Bank 2019,Certificate of Deposit,A1+,0.00 - 8.72,8.72
9.14% Zydus Wellness 2024,Debenture,AA+,0.00 - 7.08,7.08
9.65% Green Infra Wind Energy 2023,Debenture,AA,5.87 - 7.41,7.00
7.87% HDFC 2022,Non Convertible Debenture,AAA,0.00 - 6.95,5.33
8.48% Uttar Pradesh Power Corporation 2021,Structured Obligation,AA,0.00 - 5.24,5.24
8.75% Amba River Coke 2022,Non Convertible Debenture,AA,0.00 - 5.21,5.21
Avanse Financial Services 2021,Non Convertible Debenture,A+,0.00 - 5.18,5.18
9.45% Vodafone Idea 2019,Debenture,A,0.00 - 3.50,3.50
8.93% Power Grid Corporation 2024,Bonds,AAA,0.00 - 1.89,1.89
8.23% IRFC 2029,Debenture,AAA,0.00 - 1.83,1.83
Zee Learn,Debenture,AA,0.00 - 1.78,1.78
9.5% Nayara Energy 2021,Bonds/NCDs,AA,1.47 - 3.68,1.76
7.17% Reliance Industries 2022,Non Convertible Debenture,AAA,0.00 - 1.75,1.75
8.04% Vodafone Idea 2022,Debenture,A,0.00 - 1.46,1.42
9.5% Yes Bank,Bonds,BBB+,0.00 - 1.46,1.32
Yes Bank,Bonds/NCDs,BBB+,0.00 - 1.40,1.32
7.85% National Bank Agr. Rur. Devp 2022,Non Convertible Debenture,AAA,0.00 - 5.26,1.07
11.25% Hansdeep Industries & Trading 2021,Structured Obligation,AA-,0.60 - 0.76,0.72
7.85% Bhopal Dhule Transmission 2021,Debenture,AAA,0.57 - 0.72,0.69
8.98% Power Finance Corp. 2024,Bonds,AAA,0.30 - 0.37,0.37
Dewan Housing Fin. Corpn. 2021,Non Convertible Debenture,D,0.00 - 0.00,0.00
1287. UTI Money Market Fund - Regular Plan
Export-Import Bank 2020,Certificate of Deposit,A1+,0.00 - 7.83,5.04
Andhra Bank 2020,Certificate of Deposit,A1+,0.00 - 5.33,5.02
Can Fin Homes 363-D 01/06/2020,Commercial Paper,A1+,0.00 - 4.83,4.57
Oriental Bank of Com. 2020,Certificate of Deposit,A1+,0.00 - 3.87,3.65
Tata Capital Financial Services 90-D 23/12/2019,Commercial Paper,A1+,0.00 - 3.15,3.15
Tata Motors 269-D 30/12/2019,Commercial Paper,A1+,0.00 - 3.85,3.14
National Bank Agr. Rur. Devp 2020,Commercial Paper,A1+,0.00 - 3.74,3.13
Cholamandalam Invest. & Fin. 364-D 04/03/2020,Commercial Paper,A1+,0.00 - 3.28,3.10
ICICI Bank 2020,Certificate of Deposit,A1+,0.00 - 3.29,3.10
JSW Steel 170-D 06/03/2020,Commercial Paper,A1+,0.00 - 3.09,3.09
SIDBI 2020,Securitised Debt,A1+,0.00 - 3.25,3.07
Tata Capital Financial Services 365-D 27/08/2020,Commercial Paper,A1+,0.00 - 2.99,2.99
Axis Bank 2020,Securitised Debt,A1+,0.00 - 2.97,2.73
National Bank Agr. Rur. Devp 2020,Commercial Paper,A1+,0.00 - 2.65,2.49
SIDBI 2020,Commercial Paper,A1+,0.00 - 2.48,2.34
Tata Capital Housing Finance 348-D 25/02/2020,Commercial Paper,A1+,0.00 - 3.36,2.33
HDFC 351-D 13/08/2020,Commercial Paper,A1+,0.00 - 2.26,2.26
Axis Bank 2020,Securitised Debt,A1+,0.00 - 2.07,1.95
Oriental Bank of Com. 2020,Certificate of Deposit,A1+,0.00 - 6.73,1.94
Tata Capital Financial Services 365-D 06/12/2019,Commercial Paper,A1+,0.00 - 1.58,1.58
Bajaj Finance 91-D 16/12/2019,Commercial Paper,A1+,0.00 - 1.57,1.57
Indusind Bank 2020,Certificate of Deposit,A1+,0.00 - 1.65,1.55
ICICI Bank 2020,Certificate of Deposit,A1+,0.00 - 1.65,1.55
M&M Financial Services 365-D 13/03/2020,Commercial Paper,A1+,0.00 - 1.64,1.55
Axis Bank 2020,Certificate of Deposit,A1+,0.00 - 1.55,1.55
1288. UTI Money Market Fund Discontinued
Export-Import Bank 2020,Certificate of Deposit,A1+,0.00 - 7.83,5.04
Andhra Bank 2020,Certificate of Deposit,A1+,0.00 - 5.33,5.02
Can Fin Homes 363-D 01/06/2020,Commercial Paper,A1+,0.00 - 4.83,4.57
Oriental Bank of Com. 2020,Certificate of Deposit,A1+,0.00 - 3.87,3.65
Tata Capital Financial Services 90-D 23/12/2019,Commercial Paper,A1+,0.00 - 3.15,3.15
Tata Motors 269-D 30/12/2019,Commercial Paper,A1+,0.00 - 3.85,3.14
National Bank Agr. Rur. Devp 2020,Commercial Paper,A1+,0.00 - 3.74,3.13
Cholamandalam Invest. & Fin. 364-D 04/03/2020,Commercial Paper,A1+,0.00 - 3.28,3.10
ICICI Bank 2020,Certificate of Deposit,A1+,0.00 - 3.29,3.10
JSW Steel 170-D 06/03/2020,Commercial Paper,A1+,0.00 - 3.09,3.09
SIDBI 2020,Securitised Debt,A1+,0.00 - 3.25,3.07
Tata Capital Financial Services 365-D 27/08/2020,Commercial Paper,A1+,0.00 - 2.99,2.99
Axis Bank 2020,Securitised Debt,A1+,0.00 - 2.97,2.73
National Bank Agr. Rur. Devp 2020,Commercial Paper,A1+,0.00 - 2.65,2.49
SIDBI 2020,Commercial Paper,A1+,0.00 - 2.48,2.34
Tata Capital Housing Finance 348-D 25/02/2020,Commercial Paper,A1+,0.00 - 3.36,2.33
HDFC 351-D 13/08/2020,Commercial Paper,A1+,0.00 - 2.26,2.26
Axis Bank 2020,Securitised Debt,A1+,0.00 - 2.07,1.95
Oriental Bank of Com. 2020,Certificate of Deposit,A1+,0.00 - 6.73,1.94
Tata Capital Financial Services 365-D 06/12/2019,Commercial Paper,A1+,0.00 - 1.58,1.58
Bajaj Finance 91-D 16/12/2019,Commercial Paper,A1+,0.00 - 1.57,1.57
Indusind Bank 2020,Certificate of Deposit,A1+,0.00 - 1.65,1.55
ICICI Bank 2020,Certificate of Deposit,A1+,0.00 - 1.65,1.55
M&M Financial Services 365-D 13/03/2020,Commercial Paper,A1+,0.00 - 1.64,1.55
Axis Bank 2020,Certificate of Deposit,A1+,0.00 - 1.55,1.55
1292. UTI Short Term Income Fund - Regular Plan
Syndicate Bank 2019,Certificate of Deposit,A1+,0.00 - 8.95,8.95
8.95% Punjab National Bank,Bonds,A,0.00 - 9.48,8.83
State Bank of India 2056,Debenture,AA+,0.00 - 9.89,6.98
8.35% REC 2022,Debenture,AAA,0.00 - 6.10,6.10
9.14% Bank of Baroda,Bonds,AA,1.38 - 5.64,5.64
8.02% Larsen & Toubro 2022,Non Convertible Debenture,AAA,0.00 - 5.63,5.63
8.05% HDFC 2022,Debenture,AAA,0.00 - 4.57,4.57
6.99% HUDCO 2022,Debenture,AAA,0.00 - 4.49,4.49
7.85% National Bank Agr. Rur. Devp 2022,Non Convertible Debenture,AAA,0.00 - 5.43,4.35
6.8% SIDBI 2022,Debenture,AAA,0.00 - 3.82,3.82
8.18% Power Finance Corp. 2022,Debenture,AAA,0.00 - 4.48,3.56
8.3% Reliance Industries 2022,Debenture,AAA,0.00 - 3.22,3.22
7.32% GOI 2024,GOI Securities,SOV,0.00 - 18.64,3.03
6.99% Air India Assets Holdings 2022,Debenture,AAA,0.00 - 2.93,2.93
7.445% LIC Housing Fin. 2023,Debenture,AAA,0.00 - 2.92,2.92
8.27% Rajasthan State 2022,State Development Loan,SOV,0.99 - 2.33,2.33
7.69% National Bank Agr. Rur. Devp 2024,Non Convertible Debenture,AAA,0.00 - 2.29,2.29
7.89% SIDBI 2022,Non Convertible Debenture,AAA,0.00 - 8.67,2.28
7.17% Reliance Industries 2022,Non Convertible Debenture,AAA,0.00 - 2.24,2.24
7.68% Madhya Pradesh State 2023,State Development Loan,SOV,0.00 - 1.61,1.61
8.18% Haryana State 2022,State Development Loan,SOV,0.60 - 2.33,1.16
7.5% Power Finance Corp. 2021,Debenture,AAA,0.00 - 1.13,1.13
7.32% NTPC 2029,Non Convertible Debenture,AAA,0.00 - 0.89,0.89
7.9% National Bank Agr. Rur. Devp 2022,Non Convertible Debenture,AAA,0.00 - 1.77,0.69
8.49% Punjab State 2022,State Development Loan,SOV,0.21 - 0.56,0.56
1293. UTI Short Term Income Fund Discontinued - Regular Plan
Syndicate Bank 2019,Certificate of Deposit,A1+,0.00 - 8.95,8.95
8.95% Punjab National Bank,Bonds,A,0.00 - 9.48,8.83
State Bank of India 2056,Debenture,AA+,0.00 - 9.89,6.98
8.35% REC 2022,Debenture,AAA,0.00 - 6.10,6.10
9.14% Bank of Baroda,Bonds,AA,1.38 - 5.64,5.64
8.02% Larsen & Toubro 2022,Non Convertible Debenture,AAA,0.00 - 5.63,5.63
8.05% HDFC 2022,Debenture,AAA,0.00 - 4.57,4.57
6.99% HUDCO 2022,Debenture,AAA,0.00 - 4.49,4.49
7.85% National Bank Agr. Rur. Devp 2022,Non Convertible Debenture,AAA,0.00 - 5.43,4.35
6.8% SIDBI 2022,Debenture,AAA,0.00 - 3.82,3.82
8.18% Power Finance Corp. 2022,Debenture,AAA,0.00 - 4.48,3.56
8.3% Reliance Industries 2022,Debenture,AAA,0.00 - 3.22,3.22
7.32% GOI 2024,GOI Securities,SOV,0.00 - 18.64,3.03
6.99% Air India Assets Holdings 2022,Debenture,AAA,0.00 - 2.93,2.93
7.445% LIC Housing Fin. 2023,Debenture,AAA,0.00 - 2.92,2.92
8.27% Rajasthan State 2022,State Development Loan,SOV,0.99 - 2.33,2.33
7.69% National Bank Agr. Rur. Devp 2024,Non Convertible Debenture,AAA,0.00 - 2.29,2.29
7.89% SIDBI 2022,Non Convertible Debenture,AAA,0.00 - 8.67,2.28
7.17% Reliance Industries 2022,Non Convertible Debenture,AAA,0.00 - 2.24,2.24
7.68% Madhya Pradesh State 2023,State Development Loan,SOV,0.00 - 1.61,1.61
8.18% Haryana State 2022,State Development Loan,SOV,0.60 - 2.33,1.16
7.5% Power Finance Corp. 2021,Debenture,AAA,0.00 - 1.13,1.13
7.32% NTPC 2029,Non Convertible Debenture,AAA,0.00 - 0.89,0.89
7.9% National Bank Agr. Rur. Devp 2022,Non Convertible Debenture,AAA,0.00 - 1.77,0.69
8.49% Punjab State 2022,State Development Loan,SOV,0.21 - 0.56,0.56
1294. UTI Treasury Advantage Fund - Regular Plan
Syndicate Bank 2019,Certificate of Deposit,A1+,0.00 - 8.27,8.27
7.89% SIDBI 2022,Non Convertible Debenture,AAA,0.00 - 6.11,6.11
Axis Bank 2020,Certificate of Deposit,A1+,0.00 - 6.09,6.09
8.02% Larsen & Toubro 2022,Non Convertible Debenture,AAA,0.00 - 8.47,5.52
Reliance Retail Ltd. 2020,Securitised Debt,AAA,0.00 - 4.30,4.30
7.95% PNB Housing Finance 2019,Debenture,AA+,0.00 - 4.17,4.17
ICICI Bank 2020,Certificate of Deposit,A1+,0.00 - 4.10,4.10
Power Finance Corp. 360-D 06/03/2020,Commercial Paper,A1+,0.00 - 4.06,4.06
HDFC Bank 2020,Certificate of Deposit,A1+,0.00 - 3.97,3.97
8.15% REC 2021,Bonds/Debentures,AAA,0.00 - 6.10,3.58
HDFC 358-D 10/07/2020,Commercial Paper,A1+,0.00 - 3.77,2.97
8.7% Reliance Jio Infocomm 2021,Debenture,AAA,0.00 - 2.96,2.96
7.63% PNB Housing Finance 2020,Bonds,AA+,0.00 - 2.96,2.96
Andhra Bank 2020,Certificate of Deposit,A1+,0.00 - 4.29,2.63
6.99% Air India Assets Holdings 2022,Debenture,AAA,0.00 - 2.50,2.50
7.85% National Bank Agr. Rur. Devp 2022,Non Convertible Debenture,AAA,0.00 - 2.12,2.12
9.3% John Deere Financial India 2020,Non Convertible Debenture,AAA,0.00 - 2.09,2.09
6.99% HUDCO 2022,Debenture,AAA,0.00 - 2.08,2.08
Andhra Bank 2020,Certificate of Deposit,A1+,0.00 - 2.33,2.03
National Bank Agr. Rur. Devp 2020,Commercial Paper,A1+,0.00 - 2.03,2.03
Indian Bank 2020,Certificate of Deposit,A1+,0.00 - 2.00,2.00
8.1% BMW India Financial Services 2020,Debenture,AAA,0.00 - 1.52,1.52
Shriram Transport Finance 2022,Structured Obligation,AAA,1.09 - 2.28,1.34
Power Finance Corp. 2019,Bonds,AAA,0.00 - 1.05,1.05
Indusind Bank 2020,Certificate of Deposit,A1+,0.00 - 1.02,1.02
1295. UTI Treasury Advantage Fund Discontinued
Syndicate Bank 2019,Certificate of Deposit,A1+,0.00 - 8.27,8.27
7.89% SIDBI 2022,Non Convertible Debenture,AAA,0.00 - 6.11,6.11
Axis Bank 2020,Certificate of Deposit,A1+,0.00 - 6.09,6.09
8.02% Larsen & Toubro 2022,Non Convertible Debenture,AAA,0.00 - 8.47,5.52
Reliance Retail Ltd. 2020,Securitised Debt,AAA,0.00 - 4.30,4.30
7.95% PNB Housing Finance 2019,Debenture,AA+,0.00 - 4.17,4.17
ICICI Bank 2020,Certificate of Deposit,A1+,0.00 - 4.10,4.10
Power Finance Corp. 360-D 06/03/2020,Commercial Paper,A1+,0.00 - 4.06,4.06
HDFC Bank 2020,Certificate of Deposit,A1+,0.00 - 3.97,3.97
8.15% REC 2021,Bonds/Debentures,AAA,0.00 - 6.10,3.58
HDFC 358-D 10/07/2020,Commercial Paper,A1+,0.00 - 3.77,2.97
8.7% Reliance Jio Infocomm 2021,Debenture,AAA,0.00 - 2.96,2.96
7.63% PNB Housing Finance 2020,Bonds,AA+,0.00 - 2.96,2.96
Andhra Bank 2020,Certificate of Deposit,A1+,0.00 - 4.29,2.63
6.99% Air India Assets Holdings 2022,Debenture,AAA,0.00 - 2.50,2.50
7.85% National Bank Agr. Rur. Devp 2022,Non Convertible Debenture,AAA,0.00 - 2.12,2.12
9.3% John Deere Financial India 2020,Non Convertible Debenture,AAA,0.00 - 2.09,2.09
6.99% HUDCO 2022,Debenture,AAA,0.00 - 2.08,2.08
Andhra Bank 2020,Certificate of Deposit,A1+,0.00 - 2.33,2.03
National Bank Agr. Rur. Devp 2020,Commercial Paper,A1+,0.00 - 2.03,2.03
Indian Bank 2020,Certificate of Deposit,A1+,0.00 - 2.00,2.00
8.1% BMW India Financial Services 2020,Debenture,AAA,0.00 - 1.52,1.52
Shriram Transport Finance 2022,Structured Obligation,AAA,1.09 - 2.28,1.34
Power Finance Corp. 2019,Bonds,AAA,0.00 - 1.05,1.05
Indusind Bank 2020,Certificate of Deposit,A1+,0.00 - 1.02,1.02
1296. UTI Ultra Short Term Fund - Regular Plan
Avanse Financial Services 2021,Non Convertible Debenture,A+,0.00 - 8.56,8.56
Reliance Industries 62-D 03/10/2019,Commercial Paper,A1+,0.00 - 7.42,7.42
NTPC 91-D 25/10/2019,Commercial Paper,A1+,0.00 - 7.39,7.39
Edelweiss Rural & Corporate Services 2021,Non Convertible Debenture,AA-,0.00 - 7.30,7.30
HDFC 358-D 10/07/2020,Commercial Paper,A1+,0.00 - 7.05,7.05
National Bank Agr. Rur. Devp 2020,Commercial Paper,A1+,0.00 - 4.53,4.53
Axis Bank 2019,Certificate of Deposit,A1+,0.00 - 3.69,3.69
Axis Bank 2019,Certificate of Deposit,A1+,0.00 - 3.67,3.67
Indusind Bank 2020,Certificate of Deposit,A1+,0.00 - 3.61,3.61
Indian Oil Corp. 59-D 11/11/2019,Commercial Paper,A1+,0.00 - 2.77,2.77
SIDBI 2020,Commercial Paper,A1+,0.00 - 2.74,2.74
Andhra Bank 2020,Certificate of Deposit,A1+,0.00 - 6.05,2.72
National Bank Agr. Rur. Devp 310-D 13/03/2020,Commercial Paper,A1+,0.00 - 2.71,2.71
8.9% Reliance Jio Infocomm 2020,Debenture,AAA,0.00 - 1.86,1.86
8.47% Jubilant Life Sciences 2020,Debenture,AA,0.00 - 1.86,1.86
Indusind Bank 2019,Certificate of Deposit,A1+,0.00 - 1.83,1.83
Larsen & Toubro 167-D 31/12/2019,Commercial Paper,A1+,0.00 - 1.83,1.83
KKR India Financial Services 2020,Debenture,AA+,0.82 - 1.79,1.79
Indian Bank 2020,Certificate of Deposit,A1+,0.00 - 1.78,1.78
ICICI Bank 2020,Certificate of Deposit,A1+,0.00 - 1.76,1.76
Oriental Bank of Com. 2020,Certificate of Deposit,A1+,0.00 - 1.40,1.40
9.55% Edelweiss Rural & Corporate Services 2021,Non Convertible Debenture,AA-,0.00 - 1.35,1.35
10.35% UPL 2019,Debenture,AA+,0.46 - 0.93,0.93
8.36% Power Finance Corp. 2020,Bonds,AAA,0.00 - 0.93,0.93
Axis Bank 2019,Certificate of Deposit,A1+,0.00 - 0.92,0.92
1297. UTI Ultra Short Term Fund Discontinued - Institutional Plan
Avanse Financial Services 2021,Non Convertible Debenture,A+,0.00 - 8.56,8.56
Reliance Industries 62-D 03/10/2019,Commercial Paper,A1+,0.00 - 7.42,7.42
NTPC 91-D 25/10/2019,Commercial Paper,A1+,0.00 - 7.39,7.39
Edelweiss Rural & Corporate Services 2021,Non Convertible Debenture,AA-,0.00 - 7.30,7.30
HDFC 358-D 10/07/2020,Commercial Paper,A1+,0.00 - 7.05,7.05
National Bank Agr. Rur. Devp 2020,Commercial Paper,A1+,0.00 - 4.53,4.53
Axis Bank 2019,Certificate of Deposit,A1+,0.00 - 3.69,3.69
Axis Bank 2019,Certificate of Deposit,A1+,0.00 - 3.67,3.67
Indusind Bank 2020,Certificate of Deposit,A1+,0.00 - 3.61,3.61
Indian Oil Corp. 59-D 11/11/2019,Commercial Paper,A1+,0.00 - 2.77,2.77
SIDBI 2020,Commercial Paper,A1+,0.00 - 2.74,2.74
Andhra Bank 2020,Certificate of Deposit,A1+,0.00 - 6.05,2.72
National Bank Agr. Rur. Devp 310-D 13/03/2020,Commercial Paper,A1+,0.00 - 2.71,2.71
8.9% Reliance Jio Infocomm 2020,Debenture,AAA,0.00 - 1.86,1.86
8.47% Jubilant Life Sciences 2020,Debenture,AA,0.00 - 1.86,1.86
Indusind Bank 2019,Certificate of Deposit,A1+,0.00 - 1.83,1.83
Larsen & Toubro 167-D 31/12/2019,Commercial Paper,A1+,0.00 - 1.83,1.83
KKR India Financial Services 2020,Debenture,AA+,0.82 - 1.79,1.79
Indian Bank 2020,Certificate of Deposit,A1+,0.00 - 1.78,1.78
ICICI Bank 2020,Certificate of Deposit,A1+,0.00 - 1.76,1.76
Oriental Bank of Com. 2020,Certificate of Deposit,A1+,0.00 - 1.40,1.40
9.55% Edelweiss Rural & Corporate Services 2021,Non Convertible Debenture,AA-,0.00 - 1.35,1.35
10.35% UPL 2019,Debenture,AA+,0.46 - 0.93,0.93
8.36% Power Finance Corp. 2020,Bonds,AAA,0.00 - 0.93,0.93
Axis Bank 2019,Certificate of Deposit,A1+,0.00 - 0.92,0.92
1299. YES Liquid Fund - Regular Plan
PNB Housing Finance 91-D 31/10/2019,Commercial Paper,A1+,0.00 - 17.37,17.37
